edge_id,source_node_id,relation_type,target_node_id,event_time,available_at,valid_from,valid_to,split,prediction_time_safe,source_news_id,source_url,evidence_text,confidence,extraction_method,review_status,attributes_json,dataset_version,graph_version,kg_layer,quality_tier,validation_basis,allowed_use,layered_release_version
edge:00065acc2c1fe315666ce71d,news:ad0fef41d4a67d7588d1b2226c6506d6,PUBLISHED_BY,source:916a66d113b8164a,2020-01-07,2020-01-07,2020-01-07,,train,True,ad0fef41d4a67d7588d1b2226c6506d6,https://vietnambiz.vn/co-phieu-tam-diem-ngay-8-1-mpc-gas-pvs-20200107210919133.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:001bc2ea03f93573d6c9ae09,news:a16e3198d04213122cce7b859c040454,PUBLISHED_BY,source:d3688b7c417bb1a2,2020-03-06,2020-03-06,2020-03-06,,train,True,a16e3198d04213122cce7b859c040454,https://cafef.vn/vnm-bcg-cmx-hid-apg-tvs-ksh-tcd-gdt-s4a-ams-d11-icg-thong-tin-giao-dich-luong-lon-co-phieu-20200305175542394.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0031a5add2f8b841cb978565,news:2eeca68c4af1574666aecbd5020f6ffe,MENTIONS,stock:VHM,2021-08-13,2021-08-13,2021-08-13,,train,True,2eeca68c4af1574666aecbd5020f6ffe,https://vietnambiz.vn/phien-13-8-khoi-ngoai-tap-trung-chot-loi-co-phieu-ssi-vhm-trong-nhip-rung-lac-cua-thi-truong-20210813164633036.htm,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""5"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""316f607e3f18e3e49002""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0033f6df6efe271a55a94265,stock:PLX,REPRESENTS,company:84a64b938a46bd36,,,,,,True,,,,MEDIUM,STOCK_REFERENCE_MASTER,REFERENCE_DATA,"{""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,REFERENCE_WITH_STATIC_VALIDITY_ASSUMPTION,"Local stock reference; historical effective dates are not available, so 2019-2022 validity is an explicit assumption.",QUERY_AND_REFERENCE_JOIN,FINNEXUS_LAYERED_KG_V3_0
edge:0037c6cffb2c8d0c87e54bd6,news:5b406d7b41f56506a71a65b6068b11ac,MENTIONS,stock:FPT,2019-11-25,2019-11-25,2019-11-25,,train,True,5b406d7b41f56506a71a65b6068b11ac,https://cafef.vn/chu-quan-chuoi-nha-thuoc-long-chau-dat-236-ty-dong-loi-nhuan-rong-sau-10-thang-20191125141248065.chn,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""8"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""785311eb5cbcab7fab03""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0048f2cde63206871fff2ff4,news:c985cd9b27ec993e30586340fd8f6453,PUBLISHED_AT,time:2021-09-23,2021-09-23,2021-09-23,2021-09-23,,train,True,c985cd9b27ec993e30586340fd8f6453,https://cafef.vn/pv-gas-bat-tay-voi-tap-doan-nang-luong-my-dau-tu-kho-cang-lng-son-my-von-dau-tu-len-den-131-ty-usd-20210923092802846.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:006074dfe23d20f5dc272630,news:9d8769c2b04e6edc0806325e6271cad5,PUBLISHED_BY,source:d3688b7c417bb1a2,2020-02-05,2020-02-05,2020-02-05,,train,True,9d8769c2b04e6edc0806325e6271cad5,https://cafef.vn/nam-2019-dam-phu-my-dpm-lai-hon-370-ty-dong-giam-gan-mot-nua-so-voi-cung-ky-20200204162534324.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:00722c3e15350144908ecdaa,news:d7ff23a302cb0ac73c0950fb4818a823,PUBLISHED_AT,time:2022-04-03,2022-04-03,2022-04-03,2022-04-03,,validation,True,d7ff23a302cb0ac73c0950fb4818a823,https://vietnambiz.vn/to-chuc-trong-nuoc-mua-rong-hon-1200-ty-dong-cp-ngan-hang-trong-thang-3-dgc-va-mwg-lot-top-ban-rong-202243202756402.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0084d5f5e556db89b28de5d7,news:d82f8aa7d640bb66aba91cc524a4f079,PUBLISHED_BY,source:d3688b7c417bb1a2,2022-04-02,2022-04-02,2022-04-02,,validation,True,d82f8aa7d640bb66aba91cc524a4f079,https://cafef.vn/hpg-pnj-ttf-yeg-bkg-hig-mhl-scl-rcc-vaf-tv3-sdd-thong-tin-giao-dich-luong-lon-co-phieu-20220401212448101.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:008564829eea9e4d73a5a77c,news:3ad09da6a4635aff9b6425b109cc2259,MENTIONS,stock:IMP,2022-07-27,2022-07-27,2022-07-27,,test,True,3ad09da6a4635aff9b6425b109cc2259,https://vietnambiz.vn/giao-dich-lon-co-phieu-imp-gkm-sje-tkc-tig-qnu-sip-vds-pnj-dhc-hcd-20227271895567.htm,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""4"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""5f061330d7249dee7dcf""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:008a455c0c169ce0b5ac79a6,news:3196292ecc51d42c31cd1d87b4d38e1b,MENTIONS,stock:VND,2020-01-09,2020-01-09,2020-01-09,,train,True,3196292ecc51d42c31cd1d87b4d38e1b,https://vietnambiz.vn/thi-phan-moi-gioi-hnx-nam-2019-vndirect-vuot-ssi-tai-upcom-vps-chiem-gan-nua-thi-phan-phai-sinh-20200109151240942.htm,TITLE_ALIAS|BODY_COMPANY,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""9"", ""relation_directness"": ""TITLE_ENTITY_MENTION"", ""sample_id"": ""33a6b3385fe75f724ad5""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:00c233774bb2dd5e59ecd8ff,news:a16e3198d04213122cce7b859c040454,PUBLISHED_AT,time:2020-03-06,2020-03-06,2020-03-06,2020-03-06,,train,True,a16e3198d04213122cce7b859c040454,https://cafef.vn/vnm-bcg-cmx-hid-apg-tvs-ksh-tcd-gdt-s4a-ams-d11-icg-thong-tin-giao-dich-luong-lon-co-phieu-20200305175542394.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:00d1cc54a3ab34bdd46be397,stock:VHM,LISTED_ON,exchange:HOSE,,,,,,True,,,,MEDIUM,STOCK_REFERENCE_MASTER,REFERENCE_DATA,"{""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,REFERENCE_WITH_STATIC_VALIDITY_ASSUMPTION,"Local stock reference; historical effective dates are not available, so 2019-2022 validity is an explicit assumption.",QUERY_AND_REFERENCE_JOIN,FINNEXUS_LAYERED_KG_V3_0
edge:0105e24f776329b8a2740ddc,news:dae4292285883e7245defdba30ecf680,MENTIONS,stock:VSC,2022-08-16,2022-08-16,2022-08-16,,test,True,dae4292285883e7245defdba30ecf680,https://cafef.vn/viconship-chao-ban-40-rieng-le-co-phieu-gia-20000-dong-cp-thap-hon-45-thi-gia-20220816101203948.chn,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""9"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""cb61c54c117ec4ac4749""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:011856f0bbd5d16377d33454,news:92e8bd19f91e19d8daa2c89d43e003ec,PUBLISHED_BY,source:d3688b7c417bb1a2,2019-09-26,2019-09-26,2019-09-26,,train,True,92e8bd19f91e19d8daa2c89d43e003ec,https://cafef.vn/gelex-sang-tay-noi-bo-40-trieu-co-phieu-viglacera-cho-cong-ty-con-201909251520153.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:01195f55fd86c98c010e0fcd,news:00e4c396d8c0d773f5f22c8f8faa103e,PUBLISHED_BY,source:d3688b7c417bb1a2,2020-11-18,2020-11-18,2020-11-18,,train,True,00e4c396d8c0d773f5f22c8f8faa103e,https://cafef.vn/the-gioi-di-dong-mwg-vay-120-trieu-usd-tai-hsbc-du-rot-them-von-cho-chuoi-dien-thoai-va-bach-hoa-xanh-20201117230540518.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0148082081205bc91cae4645,news:6a00c362b5aa90e51adf62edc6099b96,MENTIONS,stock:PNJ,2022-03-25,2022-03-25,2022-03-25,,validation,True,6a00c362b5aa90e51adf62edc6099b96,https://cafef.vn/plx-evf-pnj-mcg-atg-clx-dc4-thong-tin-giao-dich-luong-lon-co-phieu-20220324183832758.chn,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""2"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""8f15439c656a9954b56a""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:016eda70111a469547170e74,news:9fb6105e638d4cdfb62e60045adf30bd,PUBLISHED_AT,time:2022-07-10,2022-07-10,2022-07-10,2022-07-10,,test,True,9fb6105e638d4cdfb62e60045adf30bd,https://cafef.vn/doanh-nghiep-tuan-qua-pv-power-se-dua-them-cong-ty-con-len-san-dam-phu-my-chot-quyen-chia-co-tuc-20220710093342585.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:01c4101ae21b171b7dc8f914,news:129a36a7a28afe959b4bd632e29df414,PUBLISHED_BY,source:916a66d113b8164a,2019-12-10,2019-12-10,2019-12-10,,train,True,129a36a7a28afe959b4bd632e29df414,https://vietnambiz.vn/thoa-thuan-khung-tcb-ros-vjc-vnm-phien-vn-index-con-960-diem-20191210162715801.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:01cd1a5c32a4a393c245d18a,news:c442a948d23d0afa91e589f7ca50b540,MENTIONS,stock:VIC,2020-04-22,2020-04-22,2020-04-22,,train,True,c442a948d23d0afa91e589f7ca50b540,https://vietnambiz.vn/thi-truong-chung-khoan-22-4-vn-index-giam-gan-9-diem-nhom-thep-khoi-sac-20200422095619772.htm,TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""3"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""d01a46ed8805db9fb1fb""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:01ff26c4fbf6038effc13f88,news:b72e0f32c23006257d3b4fa83cec31bd,PUBLISHED_AT,time:2020-04-15,2020-04-15,2020-04-15,2020-04-15,,train,True,b72e0f32c23006257d3b4fa83cec31bd,https://cafef.vn/pvgas-gas-dat-muc-tieu-lai-sau-thue-6636-ty-dong-trong-nam-2020-2020041508532463.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:023dd35eadc7d7cbff371881,news:53ad0bf1f164e646aa78728858eec33d,MENTIONS,stock:ANV,2021-07-01,2021-07-01,2021-07-01,,train,True,53ad0bf1f164e646aa78728858eec33d,https://vietnambiz.vn/co-phieu-tam-diem-2-7-vnm-msn-anv-2021070117375663.htm,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""6"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""e644994800a57f99802f""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:02681c5e0443653d539c7cd5,news:f1fc98aab8c15557880461cd08a06a85,MENTIONS,stock:DGC,2021-02-24,2021-02-24,2021-02-24,,train,True,f1fc98aab8c15557880461cd08a06a85,https://cafef.vn/hpg-hbc-plx-vgc-dgc-png-tcd-pom-hig-ned-ckg-smc-nha-cxa-spv-dri-nhp-vnt-thong-tin-giao-dich-luong-lon-co-phieu-20210223175737441.chn,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""3"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""2e1237db4070d060d1cd""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:02891e8eaf79fac8bd900322,news:446400a26d067023c57e879f449aa1b3,MENTIONS,stock:HPG,2021-02-10,2021-02-10,2021-02-10,,train,True,446400a26d067023c57e879f449aa1b3,https://cafef.vn/tundra-thoai-hpg-day-manh-gom-ree-voi-ky-vong-ve-nganh-nang-luong-tai-tao-20210208163033674.chn,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""6"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""0d7f5348afeb4c3ed484""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:028fc8f690b21a390eae4b3e,news:a7b800c3adf7df13444662faf56e9102,MENTIONS,stock:VIX,2021-10-12,2021-10-12,2021-10-12,,train,True,a7b800c3adf7df13444662faf56e9102,https://cafef.vn/ong-nguyen-van-tuan-vua-mua-hon-29-trieu-co-phieu-vix-tro-thanh-co-dong-lon-2021101208453133.chn,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""17"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""98886e2835861cdf7162""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:02aed2853ba8b02ebf75c7de,news:209468b45350bcccde29a4e5bc09ed04,PUBLISHED_AT,time:2021-12-10,2021-12-10,2021-12-10,2021-12-10,,train,True,209468b45350bcccde29a4e5bc09ed04,https://cafef.vn/bo-tieu-chi-4m-va-cau-chuyen-co-phieu-ctr-20211210113536785.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:02b7330143caa292609dd87e,news:5027dfb4ca8757a088a719b0805dffbb,MENTIONS,stock:GMD,2020-09-11,2020-09-11,2020-09-11,,train,True,5027dfb4ca8757a088a719b0805dffbb,https://vietnambiz.vn/co-phieu-tam-diem-ngay-11-9-gmd-acv-nct-20200911064951875.htm,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""5"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""35252afad3e03b169a29""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:02c1f41519bbb9c5334d1d47,news:2eeca68c4af1574666aecbd5020f6ffe,PUBLISHED_BY,source:916a66d113b8164a,2021-08-13,2021-08-13,2021-08-13,,train,True,2eeca68c4af1574666aecbd5020f6ffe,https://vietnambiz.vn/phien-13-8-khoi-ngoai-tap-trung-chot-loi-co-phieu-ssi-vhm-trong-nhip-rung-lac-cua-thi-truong-20210813164633036.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:02ce7effaddee6eb74e3aa14,news:cfb1e8df250aba16bf2eb7150d29423f,PUBLISHED_BY,source:d3688b7c417bb1a2,2022-09-22,2022-09-22,2022-09-22,,test,True,cfb1e8df250aba16bf2eb7150d29423f,https://cafef.vn/vinamilk-la-thuong-hieu-thuc-pham-gia-tri-nhat-viet-nam-voi-dinh-gia-hon-28-ty-usd-20220922173412086.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:02d91e12ec66866da41ac7dc,news:e9398a5cd073f97c61a2328ba59d5e38,MENTIONS,stock:HAH,2022-06-29,2022-06-29,2022-06-29,,test,True,e9398a5cd073f97c61a2328ba59d5e38,https://cafef.vn/hai-an-uoc-tinh-lai-sau-thue-quy-ii-tang-79-voi-cung-ky-2021-20220629140336827.chn,TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""9"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""b58305ef56aac2e22567""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:03064af9221f147600fd5b6f,news:1b3b37338a26f554afc4d7d1f6ccb39e,MENTIONS,stock:PNJ,2021-06-21,2021-06-21,2021-06-21,,train,True,1b3b37338a26f554afc4d7d1f6ccb39e,https://cafef.vn/pnj-uoc-lai-rong-685-ty-dong-sau-5-thang-tang-884-so-voi-cung-ky-2020-2021062109364672.chn,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""13"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""0f8f3a83fefacf0f8e86""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
